Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
ASANTE ASHLAND COMMUNITY HOSPITAL,380005,OR,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
OHSU HOSPITAL AND CLINICS,380009,OR,Acute_Myocardial_infarction,246,0.977,15.1,15.5,36,01-JUL-11,30-JUN-14
MEMORIAL HERMANN KATY HOSPITAL,450847,TX,Pneumonia,391,0.9843,17.4,17.7,67,01-JUL-11,30-JUN-14
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,TX,Hip_Knee_Surgery,157,0.9473,4.8,5.1,23,01-JUL-11,30-JUN-14
BAYLOR HEART AND VASCULAR HOSPITAL,450851,TX,Acute_Myocardial_infarction,376,0.7867,11.1,14.1,30,01-JUL-11,30-JUN-14
BAYLOR HEART AND VASCULAR HOSPITAL,450851,TX,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BAYLOR MEDICAL CENTER AT FRISCO,450853,TX,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
HARLINGEN MEDICAL CENTER,450855,TX,Chronic_Obstructive_Pulmonary,138,0.9468,16.4,17.3,19,01-JUL-11,30-JUN-14
HARLINGEN MEDICAL CENTER,450855,TX,Pneumonia,184,0.9605,17.2,17.9,29,01-JUL-11,30-JUN-14
SUGAR LAND SURGICAL HOSPITAL LLP,450860,TX,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
TEXAS SPINE AND JOINT HOSPITAL,450864,TX,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SETON SOUTHWEST HOSPITAL,450865,TX,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
DOCTORS HOSPITAL AT RENAISSANCE,450869,TX,Acute_Myocardial_infarction,326,0.9717,17.0,17.5,54,01-JUL-11,30-JUN-14
ARISE AUSTIN MEDICAL CENTER,450871,TX,Hip_Knee_Surgery,419,0.9673,4.0,4.1,16,01-JUL-11,30-JUN-14
FOUNDATION SURGICAL HOSPITAL OF EL PASO,450877,TX,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BAYLOR SURGICAL HOSPITAL AT FORT WORTH,450880,TX,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
LONE PEAK HOSPITAL,460060,UT,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
CENTRAL VERMONT MEDICAL CENTER,470001,VT,Hip_Knee_Surgery,157,0.8249,4.2,5.0,23,01-JUL-11,30-JUN-14
NORTHWESTERN MEDICAL CENTER INC,470024,VT,Heart_Faliure,121,0.893,19.4,21.7,17,01-JUL-11,30-JUN-14
NORTHWESTERN MEDICAL CENTER INC,470024,VT,Hip_Knee_Surgery,157,0.9464,4.7,5.0,23,01-JUL-11,30-JUN-14
NORTON COMMUNITY HOSPITAL,490001,VA,Heart_Faliure,118,0.9726,24.3,25.0,27,01-JUL-11,30-JUN-14
CLEVELAND CLINIC,360180,OH,Hip_Knee_Surgery,844,0.9087,4.9,5.4,40,01-JUL-11,30-JUN-14
RUSSELL COUNTY MEDICAL CENTER,490002,VA,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SENTARA RMH MEDICAL CENTER,490004,VA,Acute_Myocardial_infarction,401,0.9651,15.9,16.5,62,01-JUL-11,30-JUN-14
WINCHESTER MEDICAL CENTER,490005,VA,Acute_Myocardial_infarction,639,0.9999,14.6,14.6,93,01-JUL-11,30-JUN-14
BON SECOURS DEPAUL MEDICAL CENTER,490011,VA,Acute_Myocardial_infarction,121,0.9148,15.3,16.8,14,01-JUL-11,30-JUN-14
BON SECOURS MARYVIEW MEDICAL CENTER,490017,VA,Acute_Myocardial_infarction,225,0.9861,18.1,18.4,40,01-JUL-11,30-JUN-14
POTTSTOWN MEMORIAL MEDICAL CENTER,390123,PA,Acute_Myocardial_infarction,57,1.031,18.3,17.7,12,01-JUL-11,30-JUN-14
WAYNE MEMORIAL HOSPITAL,390125,PA,Acute_Myocardial_infarction,157,0.9616,17.8,18.5,23,01-JUL-11,30-JUN-14
PHOENIXVILLE HOSPITAL,390127,PA,Pneumonia,295,1.013,17.0,16.8,51,01-JUL-11,30-JUN-14
WILKES-BARRE GENERAL HOSPITAL,390137,PA,Pneumonia,810,0.9418,15.8,16.8,124,01-JUL-11,30-JUN-14
MONONGAHELA VALLEY HOSPITAL,390147,PA,Acute_Myocardial_infarction,114,1.0515,19.6,18.6,25,01-JUL-11,30-JUN-14
WASHINGTON HEALTH SYSTEM GREENE,390150,PA,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
WASHINGTON HEALTH SYSTEM GREENE,390150,PA,Pneumonia,129,0.9944,17.3,17.4,22,01-JUL-11,30-JUN-14
MEMORIAL MEDICAL CENTER INC,320018,NM,Hip_Knee_Surgery,157,0.8765,3.9,4.5,23,01-JUL-11,30-JUN-14
BON SECOURS COMMUNITY HOSPITAL,330135,NY,Acute_Myocardial_infarction,157,1.0153,21.5,21.2,23,01-JUL-11,30-JUN-14
"ST FRANCIS HOSPITAL, ROSLYN",330182,NY,Acute_Myocardial_infarction,1095,1.0198,18.8,18.4,207,01-JUL-11,30-JUN-14
ALLIANCEHEALTH CLINTON,370029,OK,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ALLIANCEHEALTH BLACKWELL,370030,OK,Heart_Faliure,81,0.9806,19.9,20.3,15,01-JUL-11,30-JUN-14
MCALESTER REGIONAL HEALTH CENTER AUTHORITY,370034,OK,Acute_Myocardial_infarction,157,0.9939,17.6,17.7,23,01-JUL-11,30-JUN-14
"MERCY HOSPITAL ARDMORE, INC",370047,OK,Chronic_Obstructive_Pulmonary,568,0.9888,18.8,19.0,106,01-JUL-11,30-JUN-14
"MERCY HOSPITAL ARDMORE, INC",370047,OK,Hip_Knee_Surgery,428,1.2258,6.1,5.0,30,01-JUL-11,30-JUN-14
MCCURTAIN MEMORIAL HOSPITAL,370048,OK,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
MCCURTAIN MEMORIAL HOSPITAL,370048,OK,Heart_Faliure,131,0.9926,21.7,21.9,28,01-JUL-11,30-JUN-14
MAIN LINE HOSPITAL PAOLI,390153,PA,Pneumonia,345,1.027,16.6,16.2,59,01-JUL-11,30-JUN-14
GOOD SAMARITAN REGIONAL MEDICAL CENTER,380014,OR,Pneumonia,144,0.9242,16.1,17.4,18,01-JUL-11,30-JUN-14
ASANTE ROGUE REGIONAL MEDICAL CENTER,380018,OR,Acute_Myocardial_infarction,635,0.8175,11.6,14.2,64,01-JUL-11,30-JUN-14
ASANTE ROGUE REGIONAL MEDICAL CENTER,380018,OR,Pneumonia,399,0.8958,14.8,16.5,52,01-JUL-11,30-JUN-14
MERCY MEDICAL CENTER,380027,OR,Chronic_Obstructive_Pulmonary,384,0.9449,18.2,19.3,66,01-JUL-11,30-JUN-14
ST CHARLES MEDICAL CENTER - REDMOND,380040,OR,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
TOLEDO HOSPITAL THE,360068,OH,Pneumonia,391,1.0512,19.3,18.4,79,01-JUL-11,30-JUN-14
FLOWER HOSPITAL,360074,OH,Chronic_Obstructive_Pulmonary,280,0.9379,18.4,19.6,47,01-JUL-11,30-JUN-14
FLOWER HOSPITAL,360074,OH,Heart_Faliure,304,0.9712,21.6,22.3,64,01-JUL-11,30-JUN-14
UHHS RICHMOND HEIGHTS HOSPITAL,360075,OH,Hip_Knee_Surgery,157,1.0885,6.0,5.5,23,01-JUL-11,30-JUN-14
UPPER VALLEY MEDICAL CENTER,360174,OH,Chronic_Obstructive_Pulmonary,554,1.1796,22.3,18.9,135,01-JUL-11,30-JUN-14
CLINTON MEMORIAL HOSPITAL,360175,OH,Chronic_Obstructive_Pulmonary,179,0.9862,19.5,19.8,34,01-JUL-11,30-JUN-14
CLINTON MEMORIAL HOSPITAL,360175,OH,Heart_Faliure,176,1.0342,22.2,21.4,41,01-JUL-11,30-JUN-14
SALEM REGIONAL MEDICAL CENTER,360185,OH,Hip_Knee_Surgery,157,0.8833,4.5,5.1,23,01-JUL-11,30-JUN-14
CASCADE VALLEY HOSPITAL,500060,WA,Heart_Faliure,52,1.0246,18.6,18.1,11,01-JUL-11,30-JUN-14
CASCADE VALLEY HOSPITAL,500060,WA,Hip_Knee_Surgery,157,0.9747,4.7,4.9,23,01-JUL-11,30-JUN-14
OLYMPIC MEDICAL CENTER,500072,WA,Pneumonia,314,0.8766,13.5,15.4,34,01-JUL-11,30-JUN-14
GALESBURG COTTAGE HOSPITAL,140040,IL,Acute_Myocardial_infarction,157,1.0203,22.2,21.8,23,01-JUL-11,30-JUN-14
GOOD SAMARITAN REGIONAL HLTH CENTER,140046,IL,Hip_Knee_Surgery,157,0.7812,4.1,5.2,23,01-JUL-11,30-JUN-14
CLARK MEMORIAL HOSPITAL,150009,IN,Hip_Knee_Surgery,386,0.9065,4.6,5.1,16,01-JUL-11,30-JUN-14
COVENANT MEDICAL CENTER,160067,IA,Heart_Faliure,259,1.0117,22.5,22.3,59,01-JUL-11,30-JUN-14
MERCY MEDICAL CENTER-CLINTON,160080,IA,Pneumonia,455,1.0952,17.6,16.1,86,01-JUL-11,30-JUN-14
SALINA REGIONAL HEALTH CENTER,170012,KS,Pneumonia,407,1.0054,14.9,14.8,61,01-JUL-11,30-JUN-14
LOYOLA UNIVERSITY MEDICAL CENTER,140276,IL,Chronic_Obstructive_Pulmonary,259,1.1025,23.5,21.3,68,01-JUL-11,30-JUN-14
FLEMING COUNTY HOSPITAL,180053,KY,Chronic_Obstructive_Pulmonary,90,1.0557,22.4,21.2,24,01-JUL-11,30-JUN-14
METHODIST HOSPITAL,180056,KY,Heart_Faliure,241,1.2158,25.5,21.0,73,01-JUL-11,30-JUN-14
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,450124,TX,Heart_Faliure,93,0.9931,20.9,21.0,19,01-JUL-11,30-JUN-14
VALLEY MEDICAL CENTER,500088,WA,Chronic_Obstructive_Pulmonary,311,0.9238,16.8,18.2,47,01-JUL-11,30-JUN-14
VALLEY HOSPITAL,500119,WA,Heart_Faliure,268,1.1018,22.1,20.1,65,01-JUL-11,30-JUN-14
EVERGREENHEALTH MEDICAL CENTER,500124,WA,Chronic_Obstructive_Pulmonary,236,0.9081,19.0,20.9,38,01-JUL-11,30-JUN-14
EVERGREENHEALTH MEDICAL CENTER,500124,WA,Heart_Faliure,464,0.8904,19.5,22.0,84,01-JUL-11,30-JUN-14
TACOMA GENERAL ALLENMORE HOSPITAL,500129,WA,Chronic_Obstructive_Pulmonary,417,0.9585,19.7,20.5,79,01-JUL-11,30-JUN-14
TACOMA GENERAL ALLENMORE HOSPITAL,500129,WA,Pneumonia,344,0.9907,16.7,16.9,57,01-JUL-11,30-JUN-14
CAPITAL MEDICAL CENTER,500139,WA,Chronic_Obstructive_Pulmonary,107,1.0801,19.4,18.0,26,01-JUL-11,30-JUN-14
ST FRANCIS COMMUNITY HOSPITAL,500141,WA,Acute_Myocardial_infarction,115,0.9691,14.4,14.9,15,01-JUL-11,30-JUN-14
ST FRANCIS COMMUNITY HOSPITAL,500141,WA,Chronic_Obstructive_Pulmonary,225,1.0195,18.1,17.7,42,01-JUL-11,30-JUN-14
CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,500148,WA,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SWEDISH ISSAQUAH,500152,WA,Acute_Myocardial_infarction,157,1.0583,14.2,13.4,23,01-JUL-11,30-JUN-14
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,360132,OH,Pneumonia,308,0.9836,17.2,17.5,52,01-JUL-11,30-JUN-14
GOOD SAMARITAN HOSPITAL,360134,OH,Acute_Myocardial_infarction,188,0.9047,13.8,15.3,21,01-JUL-11,30-JUN-14
GOOD SAMARITAN HOSPITAL,360134,OH,Heart_Faliure,533,1.0234,21.9,21.4,118,01-JUL-11,30-JUN-14
GOOD SAMARITAN HOSPITAL,360134,OH,Hip_Knee_Surgery,739,0.9084,4.2,4.6,29,01-JUL-11,30-JUN-14
UNIVERSITY HOSPITALS CASE MEDICAL CENTER,360137,OH,Heart_Faliure,657,1.009,22.9,22.7,151,01-JUL-11,30-JUN-14
NORTHSIDE MEDICAL CENTER,360141,OH,Pneumonia,134,0.966,18.2,18.8,22,01-JUL-11,30-JUN-14
SOUTH POINTE HOSPITAL,360144,OH,Pneumonia,263,1.1099,20.8,18.8,62,01-JUL-11,30-JUN-14
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,360145,OH,Chronic_Obstructive_Pulmonary,813,1.1224,22.5,20.0,191,01-JUL-11,30-JUN-14
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,360145,OH,Heart_Faliure,557,1.0812,25.0,23.1,144,01-JUL-11,30-JUN-14
MARIETTA MEMORIAL HOSPITAL,360147,OH,Chronic_Obstructive_Pulmonary,717,0.9445,20.4,21.6,142,01-JUL-11,30-JUN-14
POMERENE HOSPITAL,360148,OH,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
POMERENE HOSPITAL,360148,OH,Hip_Knee_Surgery,157,0.9877,4.8,4.9,23,01-JUL-11,30-JUN-14
SUMMA WESTERN RESERVE HOSPITAL,360150,OH,Chronic_Obstructive_Pulmonary,137,0.9292,17.5,18.8,19,01-JUL-11,30-JUN-14
AFFINITY MEDICAL CENTER,360151,OH,Acute_Myocardial_infarction,157,0.9377,15.7,16.7,23,01-JUL-11,30-JUN-14
DOCTORS HOSPITAL,360152,OH,Pneumonia,177,1.046,18.6,17.8,36,01-JUL-11,30-JUN-14
SOUTHWEST GENERAL HEALTH CENTER,360155,OH,Chronic_Obstructive_Pulmonary,842,1.0002,22.6,22.6,190,01-JUL-11,30-JUN-14
MEMORIAL HOSPITAL,360156,OH,Chronic_Obstructive_Pulmonary,146,0.8978,15.1,16.9,15,01-JUL-11,30-JUN-14
UH GEAUGA MEDICAL CENTER,360192,OH,Heart_Faliure,296,1.0382,24.6,23.7,75,01-JUL-11,30-JUN-14
UH GEAUGA MEDICAL CENTER,360192,OH,Pneumonia,242,1.04,17.9,17.2,46,01-JUL-11,30-JUN-14
MARY RUTAN HOSPITAL,360197,OH,Acute_Myocardial_infarction,157,0.9853,20.0,20.3,23,01-JUL-11,30-JUN-14
LICKING MEMORIAL HOSPITAL,360218,OH,Acute_Myocardial_infarction,129,1.0619,15.5,14.6,23,01-JUL-11,30-JUN-14
MERCY HEALTH - WEST HOSPITAL,360234,OH,Pneumonia,225,1.0219,16.3,15.9,38,01-JUL-11,30-JUN-14
SYCAMORE MEDICAL CENTER,360239,OH,Pneumonia,148,0.9382,15.7,16.7,19,01-JUL-11,30-JUN-14
EDWIN SHAW REHAB INSTITUTE,360241,OH,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
EDWIN SHAW REHAB INSTITUTE,360241,OH,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
"WOODS AT PARKSIDE,THE",360247,OH,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
"WOODS AT PARKSIDE,THE",360247,OH,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
MERCY ST ANNE HOSPITAL,360262,OH,Pneumonia,288,1.0162,18.0,17.7,53,01-JUL-11,30-JUN-14
BAPTIST EASLEY HOSPITAL,420015,SC,Pneumonia,292,1.0574,18.6,17.6,58,01-JUL-11,30-JUN-14
CHESTER REGIONAL MEDICAL CENTER,420019,SC,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SISTERS OF CHARITY PROVIDENCE HOSPITALS,420026,SC,Chronic_Obstructive_Pulmonary,304,0.8689,17.3,19.9,43,01-JUL-11,30-JUN-14
SISTERS OF CHARITY PROVIDENCE HOSPITALS,420026,SC,Heart_Faliure,882,0.8985,19.5,21.7,166,01-JUL-11,30-JUN-14
SPRINGS MEMORIAL HOSPITAL,420036,SC,Hip_Knee_Surgery,157,1.0924,4.9,4.5,23,01-JUL-11,30-JUN-14
CONWAY MEDICAL CENTER,420049,SC,Heart_Faliure,289,0.9034,20.0,22.2,52,01-JUL-11,30-JUN-14
UNITED HOSPITAL CENTER,510006,WV,Pneumonia,715,1.0999,19.2,17.5,144,01-JUL-11,30-JUN-14
BERKELEY MEDICAL CENTER,510008,WV,Hip_Knee_Surgery,222,1.204,5.7,4.7,16,01-JUL-11,30-JUN-14
REYNOLDS MEMORIAL HOSPITAL,510013,WV,Acute_Myocardial_infarction,157,1.0163,20.3,20.0,23,01-JUL-11,30-JUN-14
EASTERN MAINE MEDICAL CENTER,200033,ME,Heart_Faliure,764,0.8289,18.7,22.5,132,01-JUL-11,30-JUN-14
ADVENTIST HEALTHCARE WASHINGTON ADVENTIST HOSPITAL,210016,MD,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BEAUMONT HOSPITAL - TRENTON,230176,MI,Hip_Knee_Surgery,358,0.9031,5.0,5.5,16,01-JUL-11,30-JUN-14
CRITTENTON HOSPITAL MEDICAL CENTER,230254,MI,Acute_Myocardial_infarction,161,1.0161,18.1,17.8,30,01-JUL-11,30-JUN-14
"BEAUMONT HOSPITAL, TROY",230269,MI,Heart_Faliure,1460,1.0327,23.1,22.4,339,01-JUL-11,30-JUN-14
BEAUMONT HOSPITAL - TAYLOR,230270,MI,Hip_Knee_Surgery,157,0.8265,4.9,6.0,23,01-JUL-11,30-JUN-14
DAVIE MEDICAL CENTER,340187,NC,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
TRINITY HOSPITALS,350006,ND,Pneumonia,500,0.9899,15.5,15.7,77,01-JUL-11,30-JUN-14
SANFORD MEDICAL CENTER BISMARCK,350015,ND,Acute_Myocardial_infarction,165,1.0439,15.7,15.0,28,01-JUL-11,30-JUN-14
P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,350063,ND,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,350064,ND,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ESSENTIA HEALTH-FARGO,350070,ND,Acute_Myocardial_infarction,186,0.9765,14.1,14.4,25,01-JUL-11,30-JUN-14
ESSENTIA HEALTH-FARGO,350070,ND,Heart_Faliure,278,0.9527,19.7,20.7,52,01-JUL-11,30-JUN-14
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",360003,OH,Heart_Faliure,272,1.031,22.9,22.2,64,01-JUL-11,30-JUN-14
UNION HOSPITAL,360010,OH,Pneumonia,387,1.0421,19.7,18.9,79,01-JUL-11,30-JUN-14
HERITAGE VALLEY BEAVER,390036,PA,Pneumonia,222,0.9767,15.6,15.9,33,01-JUL-11,30-JUN-14
HERITAGE VALLEY SEWICKLEY,390037,PA,Hip_Knee_Surgery,157,0.9066,4.1,4.5,23,01-JUL-11,30-JUN-14
"WASHINGTON HOSPITAL, THE",390042,PA,Heart_Faliure,424,1.0715,22.4,20.9,99,01-JUL-11,30-JUN-14
SOLDIERS AND SAILORS MEMORIAL HOSPITAL,390043,PA,Chronic_Obstructive_Pulmonary,217,1.0274,19.4,18.9,44,01-JUL-11,30-JUN-14
READING HOSPITAL,390044,PA,Hip_Knee_Surgery,856,0.689,3.5,5.0,23,01-JUL-11,30-JUN-14
WILLIAMSPORT REGIONAL MEDICAL CENTER,390045,PA,Chronic_Obstructive_Pulmonary,310,0.9103,17.6,19.3,48,01-JUL-11,30-JUN-14
YORK HOSPITAL,390046,PA,Pneumonia,700,0.9661,15.6,16.2,107,01-JUL-11,30-JUN-14
GEISINGER-LEWISTOWN HOSPITAL,390048,PA,Acute_Myocardial_infarction,88,0.9926,19.8,19.9,17,01-JUL-11,30-JUN-14
ALLEGHENY GENERAL HOSPITAL,390050,PA,Acute_Myocardial_infarction,309,1.0358,16.9,16.3,54,01-JUL-11,30-JUN-14
AMERICAN FORK HOSPITAL,460023,UT,Pneumonia,157,0.927,13.0,14.0,23,01-JUL-11,30-JUN-14
SEVIER VALLEY MEDICAL CENTER,460026,UT,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ASHLEY REGIONAL MEDICAL CENTER,460030,UT,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ASHLEY REGIONAL MEDICAL CENTER,460030,UT,Chronic_Obstructive_Pulmonary,157,0.9671,13.9,14.4,23,01-JUL-11,30-JUN-14
CAROLINAS HOSPITAL SYSTEM MARION,420055,SC,Acute_Myocardial_infarction,108,1.085,20.1,18.5,26,01-JUL-11,30-JUN-14
MCLEOD MEDICAL CENTER - DARLINGTON,420057,SC,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
MCLEOD MEDICAL CENTER - DARLINGTON,420057,SC,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BON SECOURS-ST FRANCIS XAVIER HOSPITAL,420065,SC,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,Pneumonia,174,0.9286,16.0,17.2,23,01-JUL-11,30-JUN-14
TUOMEY HEALTHCARE SYSTEM,420070,SC,Heart_Faliure,566,1.0527,22.8,21.6,132,01-JUL-11,30-JUN-14
SELF REGIONAL HEALTHCARE,420071,SC,Chronic_Obstructive_Pulmonary,426,0.9976,20.9,21.0,89,01-JUL-11,30-JUN-14
SELF REGIONAL HEALTHCARE,420071,SC,Heart_Faliure,412,0.921,19.6,21.3,76,01-JUL-11,30-JUN-14
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,Acute_Myocardial_infarction,141,1.1008,14.4,13.1,25,01-JUL-11,30-JUN-14
GATEWAY MEDICAL CENTER,440035,TN,Pneumonia,555,1.0148,17.8,17.6,100,01-JUL-11,30-JUN-14
BAPTIST MEMORIAL HOSPITAL,440048,TN,Chronic_Obstructive_Pulmonary,781,0.9726,19.6,20.1,151,01-JUL-11,30-JUN-14
BAPTIST MEMORIAL HOSPITAL,440048,TN,Heart_Faliure,1711,0.9595,20.8,21.6,353,01-JUL-11,30-JUN-14
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,Heart_Faliure,256,0.918,19.9,21.7,46,01-JUL-11,30-JUN-14
DALLAS MEDICAL CENTER,450379,TX,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
DALLAS MEDICAL CENTER,450379,TX,Heart_Faliure,86,1.055,22.0,20.8,22,01-JUL-11,30-JUN-14
METHODIST HOSPITAL,450388,TX,Acute_Myocardial_infarction,1251,1.0551,17.0,16.2,216,01-JUL-11,30-JUN-14
METHODIST HOSPITAL,450388,TX,Hip_Knee_Surgery,681,0.8606,4.2,4.9,26,01-JUL-11,30-JUN-14
EAST TEXAS MEDICAL CENTER ATHENS,450389,TX,Acute_Myocardial_infarction,157,1.0009,17.8,17.8,23,01-JUL-11,30-JUN-14
MEMORIAL MEDICAL CENTER LIVINGSTON,450395,TX,Chronic_Obstructive_Pulmonary,261,0.9303,18.0,19.3,42,01-JUL-11,30-JUN-14
MEMORIAL MEDICAL CENTER LIVINGSTON,450395,TX,Pneumonia,200,1.0693,18.3,17.1,41,01-JUL-11,30-JUN-14
BROWNFIELD REGIONAL MEDICAL CENTER,450399,TX,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
PARKVIEW REGIONAL HOSPITAL,450400,TX,Chronic_Obstructive_Pulmonary,157,0.9782,18.3,18.7,23,01-JUL-11,30-JUN-14
PARKVIEW REGIONAL HOSPITAL,450400,TX,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
MEDICAL CENTER OF MCKINNEY,450403,TX,Acute_Myocardial_infarction,146,1.0029,16.3,16.3,24,01-JUL-11,30-JUN-14
MEDICAL CENTER OF MCKINNEY,450403,TX,Heart_Faliure,355,0.9748,23.2,23.8,81,01-JUL-11,30-JUN-14
EASTLAND MEMORIAL HOSPITAL,450411,TX,Pneumonia,157,0.9351,15.8,16.9,23,01-JUL-11,30-JUN-14
BAYLOR MEDICAL CENTER AT UPTOWN,450422,TX,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
MOUNT CARMEL ST ANN'S,360012,OH,Hip_Knee_Surgery,408,0.9559,5.8,6.1,23,01-JUL-11,30-JUN-14
WILSON MEMORIAL HOSPITAL,360013,OH,Chronic_Obstructive_Pulmonary,121,0.953,18.4,19.3,19,01-JUL-11,30-JUN-14
SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,390321,PA,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,Pneumonia,793,0.9024,15.6,17.3,117,01-JUL-11,30-JUN-14
LAREDO MEDICAL CENTER,450029,TX,Heart_Faliure,524,1.0946,24.4,22.2,133,01-JUL-11,30-JUN-14
MULTICARE AUBURN MEDICAL CENTER,500015,WA,Pneumonia,226,0.8643,14.4,16.6,23,01-JUL-11,30-JUN-14
MCLEOD MEDICAL CENTER - DILLON,420005,SC,Heart_Faliure,114,0.9741,19.7,20.3,21,01-JUL-11,30-JUN-14
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,Chronic_Obstructive_Pulmonary,164,0.9896,18.7,18.9,30,01-JUL-11,30-JUN-14
LAS PALMAS MEDICAL CENTER,450107,TX,Heart_Faliure,681,0.9795,22.2,22.7,150,01-JUL-11,30-JUN-14
NIX HEALTH CARE SYSTEM,450130,TX,Heart_Faliure,185,0.9841,21.6,21.9,39,01-JUL-11,30-JUN-14
ST MARY'S MEDICAL CENTER,510007,WV,Acute_Myocardial_infarction,705,0.9975,15.6,15.7,110,01-JUL-11,30-JUN-14
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,Hip_Knee_Surgery,258,1.0624,5.0,4.7,14,01-JUL-11,30-JUN-14
GARFIELD MEMORIAL HOSPITAL,460033,UT,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
LAKEVIEW HOSPITAL,460042,UT,Hip_Knee_Surgery,434,0.8739,3.5,4.1,13,01-JUL-11,30-JUN-14
OREM COMMUNITY HOSPITAL,460043,UT,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ALTA VIEW HOSPITAL,460044,UT,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ALTA VIEW HOSPITAL,460044,UT,Pneumonia,59,1.0557,16.1,15.2,13,01-JUL-11,30-JUN-14
THE ORTHOPEDIC SPECIALTY HOSPITAL,460049,UT,Hip_Knee_Surgery,579,0.8018,3.3,4.1,15,01-JUL-11,30-JUN-14
